主分类(中文)	HPO编号	名称(英文)	名称(中文)	定义(英文)	定义(中文)
体壁的异常	HP:0010814	Abnormal position of hair whorl	毛发螺纹的位置异常	Hair growth from a single point on the scalp in any location other than lateral to the midline and close to the vertex of the skull.	毛发从头皮的任意一个部位生长，而不仅仅是从头皮中线和颅骨顶点的附近。
体壁的异常	HP:0010815	Nevus sebaceous	皮脂腺痣	A congenital, hairless plaque consisting of overgrown epidermis, sebaceous glands, hair follicles, apocrine glands and connective tissue. They are a variant of epidermal naevi. Sebaceous naevi most often appear on the scalp, but they may also arise on the face, neck or forehead. At birth, a sevaceous nevus typically appears as a solitary, smooth, yellow-orange hairless patch. Sebaceous naevi become more pronounced around adolescence, often appearing bumpy, warty or scaly.	皮脂腺痣是先天性的表面光滑无毛发的隆起皮损，由增生的表皮、皮脂腺、毛囊、汗腺腺体和结缔组织构成，是表皮痣的一个变种，常发生在头皮、面、颈部及前额。出生时，多为孤立光滑、无毛发的橙黄色斑点。在青春期，皮损更加明显，呈乳头瘤样、疣状或鳞片状。
体壁的异常	HP:0010816	Epidermal nevus	单侧痣、线状表皮痣、疣状表皮痣	Epidermal naevi are due to an overgrowth of the epidermis and may be present at birth (50%) or develop during childhood.	表皮痣是因表皮过度增生所致，可在出生时即有（50%）或在幼儿期出现。
体壁的异常	HP:0010817	Linear nevus sebaceous	线状皮脂腺痣	A type of `nevus sebaceous` (HP:0010815) with a linear form, raised borders and yellowish color.	皮脂腺痣的一种，呈线型，外观淡黄色，边缘隆起。
神经系统的异常	HP:0010818	Generalized tonic seizures	全面性强直发作	Generalized seizures with sustained increase in muscle contraction lasting a few seconds to minutes.	全身性发作，肌肉收缩持续增强持续几秒钟到几分钟。
神经系统的异常	HP:0010819	Atonic seizures	失张力癫痫发作	Seizures characterized by a sudden loss or diminution of muscle tone, which may be fragmentary, confined to a segment (limb, jaw, head), or massive, leading to a slumping to the ground .	一种癫痫发作，其特征在于突然丧失肌肉张力，可以是局部的张力减低，局限在一个节段（肢，颚，头），或块状，导致患者下滑到地面。
神经系统的异常	HP:0010820	Dacrystic seizures	哭泣性癫痫	A type of `seizure` (HP:0001250) characterized by crying or an outburst of crying as a major feature.	以哭或哭泣发作为特征的癫痫(HP:0001250)。
神经系统的异常	HP:0010821	Gelastic seizures	痴笑发作	A type of `seizure` (HP:0001250) characterized by laughing or an outburst of laughing as a major feature.	癫痫发作（0001250 HP）的一种类型，表现为大笑或主要特点是爆发性大笑。
眼睛的异常	HP:0010822	Scintillating scotoma	闪烁的暗点	A scintillating scotoma is a common visual aura that can preced a migraine, whereby a spot of flickering light near the center of the visual fields occurs. The spot prevents vision, and is thus termed scotoma. The scotoma can extend into one or more shimmering arcs of white or colored flashing lights.	一个闪烁的暗点是一种常见的视觉先兆，可以是偏头痛的先兆，其中闪烁的灯光附近的视野中心的点出现。盲点可延伸进入白色或有色闪灯一个或多个波光弧。
头或颈部的异常;骨骼系统的异常	HP:0010823	Ridged cranial sutures	脊颅缝	An overlap of the bony plates of the skull in an infant, with or without early closure.	婴儿颅骨骨板的重叠，伴或不伴早闭。
神经系统的异常	HP:0010824	Abnormality of the fifth cranial nerve	第五对颅神经的异常	An abormality of the `fifth cranial nerve` (FMA:50866).	在`第五对颅神经`的异常（FMA:50866）。
神经系统的异常	HP:0010825	Abnormality of the eleventh cranial nerve	第十一脑神经异常	Abnormality of the `eleventh cranial nerve` (FMA:6720).	在'十一对颅神经`异常（FMA:6720）。
神经系统的异常;头或颈部的异常	HP:0010826	Abnormality of the twelfth cranial nerve	第十二颅神经的异常	Abnormality of the `twelfth cranial nerve` (FMA:50871).	在'第十二颅神经`异常（FMA:50871）。
神经系统的异常	HP:0010827	Abnormality of the seventh cranial nerve	第七颅神经异常	Abnormality of the `seventh cranial nerve` (FMA:50868) sometimes also referred to as the facial nerve.	在`第七颅神经`异常（FMA:50868），也被称为面神经。
神经系统的异常	HP:0010828	Hemifacial spasm	偏侧面肌痉挛	A segmental myoclonus of muscles innervated by the facial nerve.	面神经支配肌肉的节段性肌阵挛。
神经系统的异常	HP:0010829	Impaired temperature sensation	温度觉障碍	A reduced ability to discriminate between different temperatures.	辨别不同温度的能力下降。
神经系统的异常	HP:0010830	Impaired tactile sensation	触觉障碍	A reduced sense of touch (tactile sensation). This is usually tested with a wisp of cotton or a fine camel's hair brush, by asking patients to say 'now' each time they feel the stimulus.	触摸（触觉）感觉减退。通常使用棉毛或细驼绒毛刷进行测试，要求病人每次感觉到刺激时说“现在”。
神经系统的异常	HP:0010831	Impaired proprioception	本体感觉障碍	A loss or impairment of the sensation of the relative position of parts of the body and joint position.	身体相应的位置和关节位置感觉的损害或缺失。
神经系统的异常	HP:0010832	Abnormality of pain sensation	痛觉异常	Pain is an unpleasant sensation that can range from mild, localized discomfort to agony, whereby the physical part of pain results from nerve stimulation and is often accompanied by an emotional component. This term groups abnormalities in pain sensation presumed to result from abnormalities related to the specific nerve fibers that carry the pain impulses to the brain.	疼痛是一种不愉快的感觉，其程度从轻微、局部的不适感、到痛苦，由此物理性的疼痛来源于神经刺激，并经常伴随情绪性因素。痛觉异常，推测是由于的向大脑传递痛觉冲动的特定神经纤维异常所导致的。
神经系统的异常	HP:0010833	Spontaneous pain sensation	自发性疼痛感	Spontaneous pain is a kind of neuropathic pain which occurs without an identifiable trigger.	自发痛是一种神经性疼痛其发生没有明确的诱发因素。
神经系统的异常	HP:0010834	Trophic changes related to pain	与疼痛相关的营养改变	Trophic changes is a term used to describe abnormalities in the area of pain that include primarily wasting away of the skin, tissues, or muscle, thinning of the bones, and changes in how the hair or nails grow, including thickening or thinning of hair or brittle nails.	营养改变是用于描述疼痛区域的异常包括主要消瘦的皮肤、组织或肌肉，变薄的骨头，头发或指甲生长方式的改变，包括增稠或头发稀疏或指甲变脆。
神经系统的异常	HP:0010835	Dissociated sensory loss	分离性感觉缺失	A pattern of sensory loss with selective loss of touch sensation and proprioception without loss of pain and temperature, or vice-versa.	一种感觉障碍，特点是选择性的触觉和本体感觉缺失，而痛温觉正常，反之亦然。
代谢/内稳态异常	HP:0010836	Abnormality of copper homeostasis	铜稳态平衡异常	An `abnormal` ( PATO:0000460) `concentration` (PATO:0000033) of `copper` (CHEBI:28694).	`异常`（PATO:0000460）的`铜`（CHEBI:28694）`浓度`（0000033 PATO）。
代谢/内稳态异常	HP:0010837	Decreased serum ceruloplasmin	血清铜蓝蛋白降低	A kind of `Abnormality of copper homeostasis` (HP:0010836) related to a `decreased concentration` (PATO:0001163) of `ceruloplasmin` (PR:000005794) in the `blood` (FMA:9670).	一种'铜homeostasis`异常（HP:0010836）中的`blood`（FMA:9670）:对`ceruloplasmin`（000005794 PR）相关的`下降concentration`（0001163 PATO）。
代谢/内稳态异常	HP:0010838	High nonceruloplasmin-bound serum copper	高浓度非铜蓝蛋白结合型血清铜离子	An `increased concentration` (PATO:0001162) of non `ceruloplasmin` (PR:000005794) bound `copper` (CHEBI:28694) in the `blood` (FMA:9670).	非`ceruloplasmin`（PR:000005794）的约束`copper`（CHEBI:28694）在`blood`（FMA:9670）:一个`增加concentration`（0001162 PATO）。
代谢/内稳态异常	HP:0010839	Increased urinary copper concentration	尿液铜浓度增高	An `increased concentration` (PATO:0001162) of `copper` (CHEBI:28694) in the `urine` (FMA:12274).	的`copper`（CHEBI:28694）:一个`增加concentration`（0001162 PATO）在`urine`（FMA:12274）。
神经系统的异常	HP:0010841	Multifocal epileptiform discharges	多灶性痫样放电	A abnormality in cerebral electrical activity recorded along the scalp by electroencephalography (EEG) and being identified at multiple locations (foci).	由脑电图记录到的多灶的大脑异常放电活动
神经系统的异常	HP:0010843	EEG with focal slow activity	脑电图局灶性慢活动	Focal (localized) slow activity reflects focal dysfunction, not diffuse dysfunction (i.e., encephalopathy).	局灶（局部）慢活动反映局灶脑功能障碍，而不是弥散脑功能障碍（即脑病）。
神经系统的异常	HP:0010844	EEG with multifocal slow activity	脑电图，多灶性慢活动	Multifocal slowing of cerebral electrical activity recorded along the scalp by electroencephalography (EEG).	通过头皮脑电图（EEG）记录的多灶性慢的脑电活动。
神经系统的异常	HP:0010845	EEG with generalized slow activity	脑电图，广泛性慢活动	Diffuse slowing of cerebral electrical activity recorded along the scalp by electroencephalography (EEG).	通过头皮脑电图（EEG）记录的弥漫性慢的脑电活动。
神经系统的异常	HP:0010846	EEG with persistent abnormal rhythmic activity	脑电图，异常的持续性节律活动		
神经系统的异常	HP:0010847	EEG with spike-wave complexes (<2.5 Hz)	脑电图，（慢）棘慢复合波（<2.5赫兹）	The presence of complexes of slow spikes and slow waves (<2.5 Hz) in electroencephalography (EEG).	脑电图存在棘慢复合波（<2.5赫兹）。
神经系统的异常	HP:0010848	EEG with spike-wave complexes (2.5-3.5 Hz)	脑电图，棘慢复合波（2.5-3.5赫兹）	The presence of complexes of spikes and waves (2.5-3.5 Hz) in electroencephalography (EEG).	脑电图存在棘慢复合波（2.5?3.5赫兹）。
神经系统的异常	HP:0010849	EEG with spike-wave complexes (>3.5 Hz)	脑电图，（快）棘慢复合波（> 3.5赫兹）	The presence of complexes of spikes and waves (>3.5 Hz) in electroencephalography (EEG).	脑电图存在棘慢复合波（> 3.5赫兹）。
神经系统的异常	HP:0010850	EEG with spike-wave complexes	脑电图，棘慢复合波	Complexes of spikes (<70 ms) and sharp waves (70-200 ms), which are sharp transient waves that have a strong association with epilepsy, in cerebral electrical activity recorded along the scalp by electroencephalography (EEG).	通过头皮脑电图记录的脑电活动:棘波（<70毫秒）和尖波（70-200毫秒）的复合波，这是与癫痫密切相关的短暂尖波。
神经系统的异常	HP:0010851	EEG with burst suppression	EEG伴暴发抑制	The burst suppression pattern in electroencephalography refers to a characteristic periodic pattern of low voltage (<10 microvolts) suppressed background and a relatively shorter pattern of higher amplitude slow, sharp, and spiking complexes.	在脑电图中爆发抑制模式指的是低电压（<10微伏）抑制背景和相对较短模式的较高波幅慢波，尖波，和棘波交替反复出现的波形。
神经系统的异常	HP:0010852	EEG with photoparoxysmal response	脑电图，光阵发性反应	EEG abnormalities (epileptiform discharges) evoked by flashing lights or black and white striped patterns.	脑电图异常（癫痫样放电）由闪光刺激或黑色和白色条纹的图案诱发。
神经系统的异常	HP:0010853	EEG with periodic lateralized epileptiform discharges	脑电图，周期性一侧性癫痫样放电	Periodic lateralized epileptiform discharges (PLEDs)are periodic, lateralized, and epileptiform. PLEDs show a relatively constant interval between discharges (0.5 to 3 seconds).	周期性一侧性癫痫样放电（PLEDs）是指癫痫样波在单侧周期性出现 PLEDs显示放电以相对恒定的时间间隔（0.5至3秒）出现。
神经系统的异常	HP:0010854	EEG with generalized low amplitude activity	脑电图，广泛性低波幅活动	An abnormal generalized reduction in amplitude of the cerebral electrical activity recorded along the scalp by electroencephalography (EEG).	通过头皮脑电图（EEG）记录的脑电活动，波幅普遍异常降低。
