OMIM编码	英文名	中文译名
OMIM:123150	JACKSON-WEISS SYNDROME; JWS	杰克逊 - 威斯综合征（JWS）
OMIM:207410	ANTLEY-BIXLER SYNDROME WITHOUT GENITAL ANOMALIES OR DISORDERED STEROIDOGENESIS; ABS2	安特利 - 比克斯勒症候群不伴生殖器或无序甾体激素异常（ABS2）
OMIM:613659	GASTRIC CANCER	胃癌
OMIM:614592	BENT BONE DYSPLASIA SYNDROME; BBDS	弯曲骨发育不良综合征（ BBDS）
OMIM:101400	SAETHRE-CHOTZEN SYNDROME; SCS	Saethre-Chotzen综合征（SCS）
OMIM:235800	HISTIDINEMIA	组氨酸酶缺乏症
OMIM:614158	None	血小板异常出血性疾病-14（BDPLT14）
OMIM:231095	GHOSAL HEMATODIAPHYSEAL DYSPLASIA; GHDD	Ghosal型造血长骨骨干发育不全（GHDD）
OMIM:190350	TRICHORHINOPHALANGEAL SYNDROME, TYPE I; TRPS1	I型毛发鼻指骨综合征；TRPS1
OMIM:190351	TRICHORHINOPHALANGEAL SYNDROME, TYPE III; TRPS3	Ⅲ型毛发鼻指骨综合征；TRPS3
OMIM:615605	FANCONI RENOTUBULAR SYNDROME 3; FRTS3	肾小管性范可尼综合征3（FRTS3）
OMIM:186860	None	T细胞白血病/淋巴瘤4（TCL4）
OMIM:610156	MENTAL RETARDATION, TRUNCAL OBESITY, RETINAL DYSTROPHY, AND MICROPENIS SYNDROME; MORMS	智力缺陷，躯干性肥胖，视网膜营养障碍，小阴茎畸形综合症；MORMS
OMIM:213300	JOUBERT SYNDROME 1; JBTS1	1型Joubert综合征（JBTS1）
OMIM:610852	CILIARY DYSKINESIA, PRIMARY, 6; CILD6	原发性纤毛运动障碍（CILD6）
OMIM:219000	FRASER SYNDROME	FRASER综合征
OMIM:614485	TRIGONOCEPHALY 2; TRIGNO2	三角头畸形2
OMIM:248450	MANITOBA OCULOTRICHOANAL SYNDROME; MOTA	MANITOBA OCULOTRICHOANAL综合征（MOTA）
OMIM:608980	BIFID NOSE WITH OR WITHOUT ANORECTAL AND RENAL ANOMALIES; BNAR	二裂鼻伴或不伴肛门直肠和肾异常（BNAR）
OMIM:615803	PONTOCEREBELLAR HYPOPLASIA, TYPE 10; PCH10	小脑发育不全症-10；PCH10
OMIM:612690	SPHEROCYTOSIS, TYPE 5; SPH5	球形红细胞增多症5型；SPH5
OMIM:606070	AMYOTROPHIC LATERAL SCLEROSIS 21; ALS21	肌萎缩性脊髓侧索硬化症21；ALS21
OMIM:614845	NEPHRONOPHTHISIS 15; NPHP15	肾消耗病15
OMIM:615434	RETINITIS PIGMENTOSA WITH OR WITHOUT SITUS INVERSUS	色素性视网膜炎伴或不伴内脏逆位症
OMIM:614898	SPASTIC PARAPLEGIA 53, AUTOSOMAL RECESSIVE; SPG53	常染色体隐性遗传痉挛性截瘫53；SPG53
OMIM:615024	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 10; ARCI10	常染色体隐性遗传性先天性鱼鳞病10
OMIM:275400	OLIVER-MCFARLANE SYNDROME; OMCS	Oliver-McFarlane综合征(OMCS)
OMIM:215470	BOUCHER-NEUHAUSER SYNDROME; BNHS	Boucher-Neuhauser综合征（BNHS）
OMIM:612020	SPASTIC PARAPLEGIA 39, AUTOSOMAL RECESSIVE; SPG39	常染色体隐性遗传性痉挛性截瘫39（SPG39）
OMIM:245800	LAURENCE-MOON SYNDROME; LNMS	劳伦斯-幕恩综合征；LNMS
OMIM:251950	MITOCHONDRIAL MYOPATHY WITH LACTIC ACIDOSIS; MMLA	乳酸中毒性线粒体肌病；MMLA
OMIM:601410	DIABETES MELLITUS, TRANSIENT NEONATAL, 1	新生儿短暂性糖尿病1型
OMIM:137215	GASTRIC CANCER, HEREDITARY DIFFUSE; HDGC	遗传性弥漫性胃癌（HDFC）
OMIM:274000	THROMBOCYTOPENIA-ABSENT RADIUS SYNDROME; TAR	血小板减少-桡骨缺失综合征(TAR)
OMIM:300422	FG SYNDROME 4; FGS4	FG综合征4型（FGS4）
OMIM:300749	MENTAL RETARDATION AND MICROCEPHALY WITH PONTINE AND CEREBELLAR HYPOPLASIA; MICPCH	脑桥和小脑发育不全的智力发育迟缓和小头畸形（MICPCH）
OMIM:616295	PEELING SKIN WITH LEUKONYCHIA, ACRAL PUNCTATE KERATOSES, CHEILITIS, AND KNUCKLE PADS; PLACK	皮肤脱皮联合白甲病、点状肢端角化症、唇炎、指节垫综合征
OMIM:615728	PACHYONYCHIA CONGENITA 4; PC4	先天性厚甲4; PC4
OMIM:615735	PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC, FOCAL OR DIFFUSE; PPKNEFD	掌跖角化病，非表皮松解性，局灶性或弥漫性；PPKNEFD
OMIM:612899	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 8; EIG8	特发性全身性癫痫-8，易感性（EIG8）
OMIM:145980	HYPOCALCIURIC HYPERCALCEMIA, FAMILIAL, TYPE I; HHC1	家族性性低钙高钙血症I型（HHC1）
OMIM:239200	HYPERPARATHYROIDISM, NEONATAL SEVERE; NSHPT	新生儿重症甲状旁腺功能亢进； NSHPT
OMIM:601198	HYPOCALCEMIA, AUTOSOMAL DOMINANT 1; HYPOC1	常染色体显性遗传性低血钙症1型；HYPOC1
OMIM:300373	OSTEOPATHIA STRIATA WITH CRANIAL SCLEROSIS; OSCS	存在颅骨硬化的条纹状骨病（OSCS）
OMIM:181500	SCHIZOPHRENIA; SCZD	精神分裂症；SCZD
OMIM:167870	PANIC DISORDER 1; PAND1	惊恐障碍-1(PAND1)
OMIM:614395	GRAFT-VERSUS-HOST DISEASE, SUSCEPTIBILITY TO; GVHDS	移植物抗宿主病，易感性（GVHDS）
OMIM:180300	RHEUMATOID ARTHRITIS; RA	类风湿关节炎（RA）
OMIM:609423	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO	1型易患型人免疫缺陷病毒
OMIM:606856	PANCREATIC CANCER, SUSCEPTIBILITY TO, 1	易患型胰腺癌1
OMIM:614615	JOUBERT SYNDROME 17; JBTS17	Joubert综合征-17（JBTS17）
OMIM:277170	OROFACIODIGITAL SYNDROME VI; OFD6	VI型口面指综合症；OFD6
OMIM:610755	MULTIPLE ENDOCRINE NEOPLASIA, TYPE IV; MEN4	多发性内分泌腺瘤病IV型; MEN4
OMIM:613704	MICROPHTHALMIA, ISOLATED 7; MCOP7	孤立小眼球7
OMIM:613703	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 6; MCOPCB6	孤立小眼球伴眼组织缺陷6
OMIM:613702	KLIPPEL-FEIL SYNDROME 3, AUTOSOMAL DOMINANT; KFS3	常染色体显性遗传克-菲综合征3
OMIM:615506	TELANGIECTASIA, HEREDITARY HEMORRHAGIC, TYPE 5; HHT5	毛细血管扩张，遗传性出血性，5型；HHT5
OMIM:208530	RIGHT ATRIAL ISOMERISM; RAI	右心房异构症；RAI
OMIM:187500	TETRALOGY OF FALLOT; TOF	法洛四联症；TOF
OMIM:217095	CONOTRUNCAL HEART MALFORMATIONS; CTHM	圆锥动脉干畸形；CTHM
OMIM:613854	TRANSPOSITION OF THE GREAT ARTERIES, DEXTRO-LOOPED 3; DTGA3	大动脉右旋异位-3；DTGA3
OMIM:613094	MICROPHTHALMIA, ISOLATED 4; MCOP4	小眼，4型孤立性；MCOP4
OMIM:613703	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 6; MCOPCB6	孤立小眼球伴眼组织缺陷6
OMIM:118100	KLIPPEL-FEIL SYNDROME 1, AUTOSOMAL DOMINANT; KFS1	常染色体显性遗传性Klippel-Feil综合征1型（KFS1）
OMIM:615360	LEBER CONGENITAL AMAUROSIS 17; LCA17	莱伯先天性黑蒙17（LCA17）
OMIM:610017	MULTIPLE SYNOSTOSES SYNDROME 2; SYNS2	2型多肋骨综合征；SYNS2
OMIM:228900	FIBULAR HYPOPLASIA AND COMPLEX BRACHYDACTYLY	腓骨发育不全和复杂短指症
OMIM:615298	SYMPHALANGISM, PROXIMAL, 1B; SYM1B	近端指关节粘连1B; SYM1B
OMIM:615072	BRACHYDACTYLY, TYPE A1, C; BDA1C	短指畸形A1C型；BDA1C
OMIM:113100	BRACHYDACTYLY, TYPE C; BDC	C型短指畸形（ BDC）
OMIM:201250	ACROMESOMELIC DYSPLASIA, HUNTER-THOMPSON TYPE; AMDH	肢端肢中发育不全，Hunter-Thompson型
OMIM:612400	OSTEOARTHRITIS SUSCEPTIBILITY 5; OS5	易感性骨性关节炎5（OS 5）
OMIM:112600	BRACHYDACTYLY, TYPE A2; BDA2	A2型短指症；BDA2
OMIM:200700	CHONDRODYSPLASIA, GREBE TYPE	软骨发育不全 Grebe型
OMIM:177900	PSORIASIS 1, SUSCEPTIBILITY TO; PSORS1	易感性银屑病1
OMIM:609423	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO	1型易患型人免疫缺陷病毒
OMIM:255120	CARNITINE PALMITOYLTRANSFERASE I DEFICIENCY	肉碱棕榈酰转移酶I缺乏症
OMIM:616282	SPASTIC PARAPLEGIA 73, AUTOSOMAL DOMINANT; SPG73	常染色体显性痉挛性截瘫-73（SPG73）
OMIM:223100	LACTOSE INTOLERANCE, ADULT TYPE	成人型乳糖不耐受
OMIM:609981	NATURAL KILLER CELL AND GLUCOCORTICOID DEFICIENCY WITH DNA REPAIR DEFECT; NKGCD	DNA修复缺陷合并自然杀伤细胞与糖皮质激素缺乏症；NKGCD
OMIM:167250	PAGET DISEASE OF BONE 3; PDB3	佩吉特氏病1（变形性骨炎）（PDB1）
OMIM:269160	SCHIZENCEPHALY	脑裂畸形
OMIM:614974	FOCAL FACIAL DERMAL DYSPLASIA 4; FFDD4	局灶性面部真皮发育不良4（FFDD4）
OMIM:613926	MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS 2B, REMITTING, WITH OR WITHOUT MENTAL RETARDATION; MLC2B	伴有或不伴有精神发育迟滞的复发性巨脑性白质脑病伴皮质下囊肿2B
OMIM:613925	MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS 2A; MLC2A	巨脑性白质脑病伴皮质下囊肿2A（MLC2A）
OMIM:300813	None	滑膜肉瘤
OMIM:613809	RETINITIS PIGMENTOSA 39; RP39	视网膜色素变性39（ RP39）
OMIM:276901	USHER SYNDROME, TYPE IIA; USH2A	Usher综合征，1B型及2A型
OMIM:300813	None	滑膜肉瘤
OMIM:614066	SPASTIC PARAPLEGIA 47, AUTOSOMAL RECESSIVE; SPG47	常染色体隐性痉挛性截瘫-47（SPG47）
OMIM:147050	IgE RESPONSIVENESS, ATOPIC; IGER	特应性IgE反应性；IGER
OMIM:613495	IMMUNODEFICIENCY, COMMON VARIABLE, 5; CVID5	普通变量免疫缺陷－5（CVID5）
OMIM:615226	POLYDACTYLY, POSTAXIAL, TYPE A6; PAPA6	轴后多指/趾症-A6（PAPA6）
OMIM:256000	LEIGH SYNDROME; LS	LEIGH综合症
OMIM:603358	GRACILE SYNDROME	GRACILE综合征
OMIM:124000	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 1; MC3DN1	线粒体复合物III缺乏，核型 1; MC3DN1
OMIM:608836	CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, LETHAL NEONATAL	致死性新生儿肉碱棕榈酰转移酶II缺乏症
OMIM:255110	CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, LATE-ONSET	CPT2缺乏症，肉碱棕榈酰转移酶II缺乏症
OMIM:614212	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 4; IIAE4	易感型感染诱发急性脑病4型；IIAE4
OMIM:600649	CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, INFANTILE	婴儿肉碱棕榈酰转移酶II缺乏症
OMIM:610476	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 11; ARVD11	家族性致心律失常性右室发育不良-11；ARVD11
OMIM:613102	HYPOTRICHOSIS AND RECURRENT SKIN VESICLES	少毛症和复发性皮肤囊泡
OMIM:220110	MITOCHONDRIAL COMPLEX IV DEFICIENCY	线粒体复合物Ⅳ（细胞色素c氧化酶）缺乏症
OMIM:232700	GLYCOGEN STORAGE DISEASE VI; GSD6	VI型糖原贮积症；GSD6
OMIM:612634	MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 6; MVCD6	易感性糖尿病微血管并发症6；MVCD6
OMIM:105400	AMYOTROPHIC LATERAL SCLEROSIS 1; ALS1	肌萎缩性脊髓侧索硬化症1；ALS1
OMIM:276300	MISMATCH REPAIR CANCER SYNDROME; MMRCS	错配修复癌症综合征（MMRCS）
OMIM:614337	COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 4; HNPCC4	遗传性非息肉结肠癌，4型；HNPCC
OMIM:219000	FRASER SYNDROME	FRASER综合征
OMIM:249270	THIAMINE-RESPONSIVE MEGALOBLASTIC ANEMIA SYNDROME; TRMA	硫胺反应性巨幼细胞性贫血（TRMA）
OMIM:607483	THIAMINE METABOLISM DYSFUNCTION SYNDROME 2 (BIOTIN- OR THIAMINE-RESPONSIVE TYPE); THMD2	硫铵代谢紊乱25型（生物素或硫胺素发应型）；THMD2
OMIM:615504	CILIARY DYSKINESIA, PRIMARY, 27; CILD27	原发性纤毛运动障碍27（CILD27）
OMIM:166710	OSTEOPOROSIS	骨质疏松症
OMIM:277440	VITAMIN D-DEPENDENT RICKETS, TYPE 2A; VDDR2A	维生素D依赖性佝偻病2A型（VDDR2A）
OMIM:613757	MACULAR DEGENERATION, AGE-RELATED, 6; ARMD6	年龄相关性黄斑变性6（ARMD6）
OMIM:610381	CONE-ROD DYSTROPHY 11; CORD11	11型视锥－视杆细胞营养不良；CORD11
OMIM:612955	LONG QT SYNDROME 12; LQT12	QT间期延长综合症-12（LQT12）
OMIM:615280	CARDIOFACIOCUTANEOUS SYNDROME 4; CFC4	心脸皮肤综合征-4；CFC4
OMIM:604307	CATARACT 2, MULTIPLE TYPES; CTRCT2	白内障-2（多类型）；CTRCT2
OMIM:115700	CATARACT 4, MULTIPLE TYPES; CTRCT4	４型白内障；CTRCT4
OMIM:603585	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIf; CDG2F	Ⅱf型先天性糖基化障碍；CDG2F
OMIM:300896	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIm; CDG2M	IIm型先天性糖蛋白糖基化障碍；CDG2M
OMIM:615553	ARTHROGRYPOSIS, MENTAL RETARDATION, AND SEIZURES; AMRS	关节挛缩症、精神发育迟滞及癫痫综合症（AMRS）
OMIM:615219	HYDROCEPHALUS, NONSYNDROMIC, AUTOSOMAL RECESSIVE 2; HYC2	常染色体隐性遗传性非综合征型脑积水2（HYC2）
OMIM:614921	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE It; CDG1T	It型先天性唐蛋白糖基化障碍；CDG1T
OMIM:615816	IMMUNODEFICIENCY 23; IMD23	免疫缺陷病23（IMD23）
OMIM:605479	CHOLESTASIS, BENIGN RECURRENT INTRAHEPATIC, 2; BRIC2	良性复发性肝内胆汁淤积2; BRIC2
OMIM:186300	SYNDACTYLY, TYPE V; SDTY5	并指V型
OMIM:610713	BRACHYDACTYLY-SYNDACTYLY SYNDROME; BDSD	短指-并指畸形综合症
OMIM:113200	BRACHYDACTYLY, TYPE D; BDD	短指畸形D型；BDD
OMIM:113300	BRACHYDACTYLY, TYPE E1; BDE1	E1型短指（BDE1）
OMIM:186000	SYNPOLYDACTYLY 1; SPD1	并指/趾多指/趾 畸形1（SPD1）
OMIM:192950	VERTICAL TALUS, CONGENITAL; CVT	先天性垂直距骨（CVT）
OMIM:276901	USHER SYNDROME, TYPE IIA; USH2A	Usher综合征，1B型及2A型
OMIM:605472	USHER SYNDROME, TYPE IIC; USH2C	IIC型尤塞氏综合征；USH2C
OMIM:615770	ATRIAL FIBRILLATION, FAMILIAL, 15; ATFB15	15型家族性心房颤动；ATFB15
OMIM:193220	VITREORETINOCHOROIDOPATHY; VRCP	玻璃体视网膜脉络膜病变（VRCP）
OMIM:153700	MACULAR DYSTROPHY, VITELLIFORM, 2; VMD2	卵黄样黄斑营养不良2型；VMD2
OMIM:613194	RETINITIS PIGMENTOSA 50; RP50	视网膜色素变性50；RP50
OMIM:611809	BESTROPHINOPATHY, AUTOSOMAL RECESSIVE; ARB	常染色体隐性遗传雌酮表达异常症（ARB）
OMIM:609241	SCHINDLER DISEASE, TYPE I	1型Schindler病
OMIM:609242	KANZAKI DISEASE	神崎病
OMIM:612528	DIAMOND-BLACKFAN ANEMIA 5; DBA5	戴-布二氏贫血5（DBA5）
OMIM:608423	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1F; LGMD1F	肢带肌萎缩症，1F型（LGMD1F）
OMIM:211800	CALCIFICATION OF JOINTS AND ARTERIES; CALJA	关节及动脉钙化症（CALJA）
OMIM:115300	HYPERCAROTENEMIA AND VITAMIN A DEFICIENCY, AUTOSOMAL DOMINANT	常染色体显性遗传性高胡萝卜素血症和维生素A缺乏症
OMIM:151440	None	序列源性淋巴细胞白血病-1；LYL1
OMIM:615268	CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 4; CAMRQ4	小脑共济失调、精神发育迟滞、失衡失调综合征-4（CAMRQ4）
OMIM:300166	MICROPHTHALMIA, SYNDROMIC 2; MCOPS2	小眼球，2型综合征；MCOPS2
OMIM:614203	PARKINSON DISEASE 17; PARK17	帕金森症17型（PARK17）
OMIM:245590	GROWTH HORMONE INSENSITIVITY WITH IMMUNODEFICIENCY	生长激素不敏感并免疫缺陷症
OMIM:614257	MENTAL RETARDATION, AUTOSOMAL DOMINANT 11; MRD11	常染色体隐性遗传性精神发育迟缓11
OMIM:181270	SCALP-EAR-NIPPLE SYNDROME; SENS	头皮耳乳头综合征；SENS
OMIM:614959	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 14; EIEE14	早期婴幼儿癫痫性脑病 EIEE14
OMIM:615005	EPILEPSY, NOCTURNAL FRONTAL LOBE, 5; ENFL5	5型夜间额叶癫痫；ENFL5
OMIM:309541	METHYLMALONIC ACIDEMIA AND HOMOCYSTEINEMIA, cblX TYPE	cblX型甲基丙二酸血症与同型半胱氨酸血症
OMIM:163200	SCHIMMELPENNING-FEUERSTEIN-MIMS SYNDROME; SFM	SCHIMMELPENNING-FEUERSTEIN-MIMS综合征；SFM
OMIM:188470	THYROID CANCER, NONMEDULLARY, 2; NMTC2	滤泡状甲状腺癌；FTC
OMIM:613224	NOONAN SYNDROME 6; NS6	6型Noonan综合征
OMIM:249400	MELANOSIS, NEUROCUTANEOUS; NCMS	神经皮肤黑变病（NCMS）
OMIM:162900	NEVUS, EPIDERMAL	痣，表皮的
OMIM:137550	MELANOCYTIC NEVUS SYNDROME, CONGENITAL; CMNS	先天性黑素细胞痣综合征；CMNS
OMIM:614470	RAS-ASSOCIATED AUTOIMMUNE LEUKOPROLIFERATIVE DISORDER; RALD	RAS相关基因所致的自身免疫性白细胞增生症（RALD）
OMIM:114500	COLORECTAL CANCER; CRC	结直肠癌；CRC
OMIM:256000	LEIGH SYNDROME; LS	LEIGH综合症
OMIM:177170	PSEUDOACHONDROPLASIA; PSACH	假性软骨发育不全; PSACH
OMIM:132400	EPIPHYSEAL DYSPLASIA, MULTIPLE, 1; EDM1	多发性骨骺发育不良-1；EDM1
OMIM:162000	HYPERURICEMIC NEPHROPATHY, FAMILIAL JUVENILE, 1; HNFJ1	家族青少年性高尿酸血症肾病1（HNF1）
OMIM:609886	GLOMERULOCYSTIC KIDNEY DISEASE WITH HYPERURICEMIA AND ISOSTHENURIA	伴有高尿酸血症和等渗尿的肾小球囊性肾变
OMIM:603860	MEDULLARY CYSTIC KIDNEY DISEASE 2; MCKD2	髓质囊肾脏疾病2（MCKD2）
OMIM:615009	SCHUURS-HOEIJMAKERS SYNDROME; SHMS	常染色体显性遗传性精神发育迟滞17
OMIM:614672	CARDIOMYOPATHY, DILATED, 2B; CMD2B	2B-扩张型心肌病（CMD2B）
OMIM:611943	RIDDLE SYNDROME	Riddle综合征
OMIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14; MRXS14	14型X连锁精神发育迟滞综合征；MRX14
OMIM:613707	LEOPARD SYNDROME 3; LPRD3	豹斑综合征3
OMIM:211980	LUNG CANCER	肺癌
OMIM:613706	NOONAN SYNDROME 7; NS7	努南综合征7
OMIM:612199	CEREBRORETINAL MICROANGIOPATHY WITH CALCIFICATIONS AND CYSTS; CRMCC	脑脊髓微血管病伴钙化和囊肿；CRMCC
OMIM:236730	UROFACIAL SYNDROME 1; UFS1	泌尿系统-脸部综合征1（UFS1）
OMIM:276600	TYROSINEMIA, TYPE II; TYRSN2	2型酪氨酸血症（TYRSN2）
OMIM:302060	BARTH SYNDROME; BTHS	BARTH 综合症；BTHS
OMIM:612069	AMYOTROPHIC LATERAL SCLEROSIS 10 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA; ALS10	肌萎缩侧索硬化症10 有或没有额颞叶痴呆; ALS10
OMIM:610131	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 4; PEOA4	常染色体显性遗传渐进型线粒体DNA缺失性眼外肌麻痹症4（PEOA4）
OMIM:190900	TRITANOPIA	蓝色盲（Tritanopia）
OMIM:606545	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 3; ARCI3	常染色体隐性遗传性鱼鳞病-3（ARCI3）
OMIM:614070	PSORIASIS 13, SUSCEPTIBILITY TO; PSORS13	银屑病13，易感性；PSORS13
OMIM:615527	CANDIDIASIS, FAMILIAL, 8; CANDF8	8型家族性念珠菌病；CANDF8
OMIM:612644	DEAFNESS, AUTOSOMAL DOMINANT 2B; DFNA2B	常染色体显性遗传性耳聋-2B;DFNA2B
OMIM:220290	DEAFNESS, AUTOSOMAL RECESSIVE 1A; DFNB1A	失聪-1A（常染色体隐性遗传）；DFNB1A
OMIM:133200	ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA; EKVP	进行性可变性红斑皮肤角化症（EKVP）
OMIM:615881	PLASMA TRIGLYCERIDE LEVEL QUANTITATIVE TRAIT LOCUS; TGQTL	数量性状基因座血浆甘油三酯水平（TGQTL）
OMIM:605019	HYPOBETALIPOPROTEINEMIA, FAMILIAL, 2; FHBL2	家族性低β脂蛋白血症2型；FHBL2
OMIM:615502	MENTAL RETARDATION, AUTOSOMAL DOMINANT 21; MRD21	常染色体显性遗传性智力低下21（MRD21）
OMIM:277950	WINCHESTER SYNDROME; WNCHRS	Winchester综合征；WNCHRS
OMIM:612310	PREMATURE OVARIAN FAILURE 6; POF6	卵巢早衰症6（POF6）
OMIM:607154	ALLERGIC RHINITIS	过敏性鼻炎
OMIM:600807	ASTHMA, SUSCEPTIBILITY TO	哮喘，易感性
OMIM:602111	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, MISSOURI TYPE	脊椎干骺端发育不良（Missouri型）
OMIM:610805	CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT 1, SUSCEPTIBILITY TO; CAKUT1	先天性肾脏和尿路畸形，易感性; CAKUT
OMIM:611543	CAVITARY OPTIC DISC ANOMALIES; CODA	空洞性视盘异常
OMIM:208250	CAMPTODACTYLY-ARTHROPATHY-COXA VARA-PERICARDITIS SYNDROME; CACP	CACP综合症；CACP
OMIM:104300	ALZHEIMER DISEASE; AD	阿尔茨海默病; AD
OMIM:605714	CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED	淀粉样前体蛋白相关的大脑淀粉样血管病
OMIM:613418	BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 15; BMND15	骨密度数量性状基因座-15（BMND15）
OMIM:607174	MENINGIOMA, FAMILIAL, SUSCEPTIBILITY TO	易患性家族性脑膜瘤
OMIM:162091	SCHWANNOMATOSIS 1; SWNTS1	施旺细胞神经纤维瘤病1；SWNTS1
OMIM:101000	NEUROFIBROMATOSIS, TYPE II; NF2	神经纤维瘤病II型（NF2）
OMIM:193520	WATSON SYNDROME; WTSN	Watson综合征
OMIM:162200	NEUROFIBROMATOSIS, TYPE I; NF1	I型神经纤维瘤病; NF1
OMIM:162210	NEUROFIBROMATOSIS, FAMILIAL SPINAL	家族性脊髓神经纤维瘤
OMIM:601321	NEUROFIBROMATOSIS-NOONAN SYNDROME; NFNS	神经纤维瘤-Noonan氏综合征；NFNS
OMIM:607785	JUVENILE MYELOMONOCYTIC LEUKEMIA; JMML	幼年型粒-单核细胞白血病（JMML）
OMIM:224120	ANEMIA, CONGENITAL DYSERYTHROPOIETIC, TYPE Ia; CDAN1A	先天性红细胞生成异常性贫血1a型；CDAN1A
OMIM:610717	NEUTRAL LIPID STORAGE DISEASE WITH MYOPATHY; NLSDM	单纯肌病型中性脂肪贮积症
OMIM:210900	BLOOM SYNDROME; BLM	Bloom综合征（BLM）
OMIM:277400	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblC TYPE	cblC型甲基丙二酸尿症合并高胱氨酸尿症
OMIM:143890	HYPERCHOLESTEROLEMIA, FAMILIAL	家族性高胆固醇血症（FH）
OMIM:278750	XERODERMA PIGMENTOSUM, VARIANT TYPE; XPV	色素性皮肤干燥症变型；XPV
OMIM:275350	TRANSCOBALAMIN II DEFICIENCY	转钴胺素蛋白2缺乏
OMIM:615937	MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 2; MPPH2	巨脑-多小脑回-多指畸形-脑积水综合征2（MPPH2）
OMIM:233420	46,XY SEX REVERSAL 7; SRXY7	46，XY性反转7；SRXY7
OMIM:607080	46,XY GONADAL DYSGENESIS, PARTIAL, WITH MINIFASCICULAR NEUROPATHY	46，XY性腺发育不良，部分的，与小型神经束型神经病变
OMIM:614844	NEPHRONOPHTHISIS 14; NPHP14	肾消耗病14
OMIM:164500	SPINOCEREBELLAR ATAXIA 7; SCA7	脊髓小脑性共济失调7型(SCA7)
OMIM:168600	PARKINSON DISEASE, LATE-ONSET; PD	帕金森病，迟发；PD
OMIM:183090	SPINOCEREBELLAR ATAXIA 2; SCA2	2型脊髓小脑共济失调(SCA2)
OMIM:164400	SPINOCEREBELLAR ATAXIA 1; SCA1	1型脊髓小脑性共济失调（SCA1）
OMIM:145750	HYPERTRIGLYCERIDEMIA, FAMILIAL	家族性高甘油三脂血症
OMIM:188470	THYROID CANCER, NONMEDULLARY, 2; NMTC2	滤泡状甲状腺癌；FTC
OMIM:610759	CORNELIA DE LANGE SYNDROME 3; CDLS3	科妮莉亚德兰格综合征3；CDLS3
OMIM:609821	BLEEDING DISORDER, PLATELET-TYPE, 8; BDPLT8	血小板异常出血性疾病 8（BDPLT8）
OMIM:614963	LEPTIN RECEPTOR DEFICIENCY	瘦蛋白受体缺乏症
OMIM:121300	COPROPORPHYRIA, HEREDITARY; HCP	粪卟啉病，遗传性；HCP
OMIM:608446	MYOCARDIAL INFARCTION, SUSCEPTIBILITY TO	易感性心肌梗死
OMIM:610988	LEPROSY, SUSCEPTIBILITY TO, 4; LPRS4	易感性麻风病4（LPRS4）
OMIM:607507	PSORIATIC ARTHRITIS, SUSCEPTIBILITY TO	易患性银屑病关节炎
OMIM:613688	LONG QT SYNDROME 2; LQT2	长QT综合征2（LQT2）
OMIM:613661	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ip; CDG1P	Ip型先天性糖蛋白糖基化障碍；CDG1P
